|-1.538462|-0.616064|nan|
|-0.705882|0.768274|nan|
|-0.190476|0.923435|0.000000|
|0.160000|0.708723|3.321928|
|0.000000|0.000000|-nan|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|-nan|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
|0.000000|0.000000|0.000000|
